N,M,Result
75,56,63
740,87,449
340,92,70
33,5,18
153,90,66
99,43,72
44,3,40
835,35,747
700,63,356
29,6,28
352,52,299
960,9,933
831,4,567
318,68,47
376,20,318
677,76,1
936,31,916
426,42,103
919,22,36
507,23,11
303,53,105
344,20,39
281,9,160
225,36,43
75,59,50
822,88,635
11,9,5
300,56,149
449,29,222
799,17,584
471,11,296
87,23,43
390,28,46
200,28,158
74,66,12
361,3,19
826,77,9
75,55,19
977,48,583
662,74,530
23,20,18
394,27,199
404,67,197
985,74,974
437,7,10
520,14,62
985,25,823
281,76,194
687,11,402
147,86,45
985,72,359
622,40,12
160,14,39
495,49,270
55,11,10
298,58,237
115,41,93
810,59,396
835,9,665
882,81,216
558,30,414
908,90,516
107,45,83
965,84,246
385,86,170
980,87,872
21,11,5
243,73,8
101,42,67
288,86,191
43,5,31
194,32,33
639,40,54
985,93,948
835,48,116
366,98,267
295,92,70
578,63,317
852,98,28
211,85,201
681,99,273
43,7,2
123,5,48
297,97,79
110,46,22
106,22,75
781,25,120
909,1,909
86,74,15
263,53,244
537,3,14
348,61,262
538,93,31
807,47,106
293,15,275
62,42,34
825,77,758
937,43,34
489,67,83
99,96,53
709,21,216
678,55,609
975,3,529
893,85,628
761,97,734
230,14,29
532,58,36
2,1,2
196,64,19
256,37,161
833,7,178
994,60,435
87,62,52
180,47,87
105,95,80
813,90,556
580,25,506
441,51,292
344,31,167
386,15,358
297,82,73
521,82,516
810,81,320
120,27,11
211,55,80
656,59,105
285,37,154
890,55,638
718,96,251
66,52,63
657,14,180
575,53,540
670,43,532
868,49,658
74,14,65
863,68,403
983,66,173
911,49,91
845,22,202
782,7,629
695,19,516
258,46,226
786,75,9
24,24,2
926,37,467
743,43,138
553,2,83
963,73,729
701,43,501
280,2,49
591,64,45
175,69,52
98,33,81
432,75,201
971,79,305
590,4,293
281,63,148
304,84,277
432,99,265
328,91,146
449,64,291
249,94,28
920,65,637
53,32,27
933,54,69
182,40,102
880,59,293
645,3,338
860,66,366
954,48,444
78,52,38
977,9,122
98,46,96
734,56,73
755,33,21
790,100,344
49,22,12
90,58,14
659,44,409
466,65,399
149,44,9
714,11,699
704,61,235
115,89,46
917,35,114
132,37,70
577,39,15
124,38,75
122,23,6
801,16,741
423,38,211
389,81,159
513,4,502
559,43,56
76,45,48
173,73,80
7,7,5
969,85,583
718,57,86
754,54,517
299,59,74
198,97,45
837,9,683
589,91,216
523,95,67
165,26,31
204,78,66
907,72,425
427,84,99
142,74,123
467,97,413
504,99,393
392,98,161
226,78,55
84,15,76
34,29,11
317,45,308
176,89,162
347,31,260
454,63,214
572,28,367
882,14,216
571,78,551
101,34,39
358,86,84
704,15,445
827,58,349
501,94,200
609,37,133
761,54,136
237,7,15
122,49,93
589,97,152
638,38,569
419,95,82
746,80,582
113,77,15
482,31,364
49,13,42
877,84,243
325,100,48
688,69,639
283,40,271
270,51,249
270,16,25
167,76,84
942,7,941
31,2,31
815,48,805
623,67,162
694,100,384
953,32,222
476,79,188
659,88,296
297,70,239
503,41,217
971,8,930
467,21,352
476,8,302
156,53,91
682,66,167
221,92,190
865,99,814
57,9,3
254,100,170
474,99,352
190,29,5
607,26,209
122,81,37
692,48,155
280,74,177
956,57,271
933,85,377
422,38,173
980,43,924
391,6,50
674,75,383
133,80,123
277,74,233
288,1,288
586,9,465
597,7,27
889,62,199
862,68,335
516,81,65
960,33,799
305,74,275
274,8,139
779,90,671
862,77,237
82,14,21
160,45,99
416,32,62
774,21,76
363,41,85
979,93,390
857,33,124
14,8,7
213,75,188
262,6,244
116,58,80
361,2,211
390,70,273
220,30,73
519,43,492
632,30,261
588,18,13
225,6,22
167,21,120
217,74,203
151,52,54
456,36,103
376,89,363
593,51,356
58,52,20
71,11,60
171,91,107
161,57,127
26,16,1
639,61,306
913,56,186
171,32,35
183,22,73
468,11,263
715,100,369
741,33,314
924,58,734
641,99,284
183,59,109
754,73,22
563,94,167
268,27,84
628,33,29
349,15,166
378,66,240
826,56,537
910,81,691
603,51,268
179,46,50
450,55,262
472,77,111
686,21,432
752,62,704
758,82,396
577,96,281
208,80,78
599,71,367
788,34,40
355,98,269
305,3,206
987,35,654
773,88,308
525,27,51
306,51,71
592,78,451
265,99,142
765,81,610
736,89,255
607,73,194
133,94,87
743,93,666
208,31,34
760,6,590
405,40,37
347,30,260
760,62,447
665,85,538
732,70,303
874,98,453
681,15,100
383,99,293
37,11,3
262,1,262
212,80,188
287,58,182
573,41,402
512,67,114
730,54,697
632,43,199
277,1,277
377,28,71
911,89,195
645,38,195
801,27,228
148,7,2
362,35,30
315,86,97
43,3,37
283,61,77
823,98,543
296,98,19
345,43,212
199,72,32
682,68,403
602,4,341
732,17,210
751,72,738
848,15,277
117,20,17
319,25,79
129,31,82
127,35,5
969,22,174
307,36,62
748,6,518
891,46,186
333,64,230
175,99,134
585,23,142
149,82,28
173,37,63
606,27,543
979,91,316
707,15,490
631,27,609
225,74,132
845,26,655
364,72,93
485,67,303
852,73,753
894,23,694
904,76,741
622,72,324
363,6,265
258,59,164
917,93,320
100,3,91
284,38,166
522,41,485
234,50,204
225,16,62
890,19,279
799,92,244
236,76,128
918,6,743
132,13,19
615,10,284
49,42,43
533,2,43
773,57,222
27,15,17
13,2,11
472,31,54
965,59,697
201,63,129
947,46,928
799,69,134
755,25,247
285,36,162
688,78,274
624,22,453
511,34,284
747,15,367
269,81,208
99,62,49
944,33,271
357,99,304
543,70,366
434,40,356
445,65,393
807,66,211
75,10,41
353,42,159
844,26,629
953,71,311
729,78,642
463,38,408
922,14,776
643,33,524
67,13,49
394,7,145
705,19,1
347,56,195
430,27,352
302,46,8
824,97,523
285,25,141
684,48,460
278,69,259
255,76,96
274,22,14
940,55,652
966,93,156
116,70,75
731,24,662
473,91,254
718,47,504
860,32,859
739,98,125
401,21,255
81,15,31
878,70,40
746,21,259
814,29,353
913,92,458
42,27,19
855,33,58
956,67,685
749,32,489
911,62,662
675,6,80
784,13,280
179,36,15
694,62,1
919,41,751
635,24,383
159,47,116
758,83,479
842,61,130
418,12,83
186,29,79
17,1,17
489,31,95
663,26,394
126,21,122
948,11,903
566,89,67
853,68,581
578,72,161
264,97,245
945,10,507
468,92,191
279,7,34
63,38,22
25,23,19
344,18,227
63,43,41
398,4,42
752,86,475
740,98,223
763,11,522
241,14,183
994,10,3
525,14,132
736,93,15
456,92,14
837,86,653
673,65,365
755,85,398
982,54,797
654,27,598
659,53,60
884,43,501
752,40,386
969,12,825
10,7,9
877,71,414
854,81,555
85,32,22
784,13,280
670,18,208
897,40,425
586,47,155
771,29,683
567,78,239
363,26,89
496,43,11
335,7,106
185,41,184
894,3,286
498,82,157
936,77,535
581,24,301
716,20,279
445,47,215
504,5,352
631,98,489
609,89,362
198,19,110
280,5,13
677,94,354
309,64,294
918,10,237
687,34,318
488,90,15
934,55,322
973,73,492
922,58,618
305,52,148
935,52,106
110,68,79
187,93,90
523,71,30
347,70,207
213,61,24
146,20,66
129,72,33
190,12,29
766,14,264
463,51,55
701,14,102
781,86,674
481,79,103
759,58,372
807,88,130
803,24,89
767,29,567
230,87,149
35,34,6
360,61,288
700,81,458
814,69,360
937,14,52
131,8,129
97,21,61
748,70,684
525,49,208
474,53,383
423,43,112
250,20,226
244,39,230
702,41,643
254,20,54
525,66,67
982,17,125
975,78,392
430,53,300
588,37,552
607,11,173
869,2,715
483,47,139
691,85,32
958,97,157
155,82,61
502,34,481
305,90,7
716,81,338
30,4,6
82,18,53
181,69,109
478,54,153
995,15,640
780,55,415
900,13,66
844,18,293
599,80,207
173,29,63
327,5,248
982,79,194
115,79,19
457,36,139
697,66,467
708,53,605
261,48,251
807,56,290
383,95,276
453,37,195
249,24,158
279,72,73
290,77,4
950,20,851
697,35,465
32,30,26
566,31,368
225,35,160
78,61,47
485,11,450
877,2,731
159,39,81
63,34,41
337,44,163
348,8,101
91,51,19
756,89,543
548,18,436
801,88,408
511,35,494
895,62,571
18,2,5
885,26,842
861,58,634
571,38,421
595,26,496
72,17,9
95,40,94
72,1,72
611,87,29
156,6,15
483,12,414
112,27,31
711,28,439
618,35,322
678,95,433
28,3,23
971,51,472
684,50,608
384,35,45
280,69,118
655,19,424
601,7,55
360,83,100
699,63,293
530,22,115
673,4,625
757,36,154
191,45,92
962,3,490
949,88,320
349,59,98
837,32,123
282,29,74
407,66,192
264,65,66
416,99,374
336,38,295
514,13,41
536,13,327
382,91,84
283,73,17
756,84,673
450,81,55
426,39,154
225,95,122
965,99,686
116,5,13
268,64,248
979,5,658
969,97,257
592,55,303
933,67,90
222,24,209
321,39,155
254,33,172
234,81,136
755,37,41
160,50,16
158,63,100
180,20,93
66,11,5
116,77,15
660,36,224
601,98,18
803,55,91
994,55,732
664,59,577
91,73,6
485,47,233
814,18,581
468,97,42
880,98,162
628,33,29
430,21,26
643,81,528
190,90,142
562,49,391
21,2,11
77,28,50
307,23,231
569,10,411
713,84,2
415,23,219
607,10,204
409,6,158
412,71,106
599,53,50
625,96,69
495,58,460
762,98,118
642,92,193
455,38,104
2,2,1
344,47,182
287,51,287
216,60,157
242,17,11
733,64,542
481,45,240
880,62,527
798,47,488
483,78,2
899,82,376
68,66,45
861,16,36
304,6,230
52,11,32
969,13,963
264,61,20
727,52,120
696,47,178
607,46,459
549,79,321
418,46,334
235,38,118
145,62,127
417,58,34
126,70,46
969,34,943
220,16,204
693,38,686
710,84,463
579,16,521
140,35,55
130,58,28
335,2,159
760,2,497
140,41,104
228,37,93
863,6,413
770,5,461
352,15,211
374,95,179
179,96,159
418,71,115
352,4,246
669,67,664
580,31,229
250,85,62
534,54,128
944,27,600
587,35,438
714,8,477
10,7,9
994,16,269
565,96,273
97,54,23
886,70,600
546,51,238
966,18,683
58,58,5
889,42,661
224,58,92
306,82,207
489,12,486
612,38,205
242,40,191
365,57,341
962,40,225
903,84,646
185,74,44
327,92,211
186,99,140
133,53,31
544,7,250
838,24,94
864,10,592
220,46,141
752,93,7
998,82,926
118,96,27
949,87,104
125,33,87
631,53,514
834,68,134
175,52,164
457,27,197
661,78,197
383,42,318
650,58,377
642,44,311
856,82,365
738,51,471
172,2,89
248,51,158
549,95,390
176,25,127
425,75,106
806,68,691
392,53,332
615,37,355
351,61,95
878,13,675
934,10,397
596,42,97
972,97,548
359,37,341
957,94,827
892,2,761
882,56,254
514,99,366
397,34,42
954,11,16
346,21,213
504,68,98
209,3,155
191,19,170
538,42,494
828,94,277
865,90,198
686,45,193
855,52,438
222,60,78
786,5,541
901,84,478
801,36,166
742,2,461
210,11,34
859,50,136
368,71,112
485,54,46
838,44,54
869,22,730
806,65,133
762,75,537
58,19,55
372,44,287
943,27,573
935,63,550
320,98,210
770,80,227
250,34,160
920,30,442
429,92,194
509,25,345
159,94,47
740,46,566
580,58,18
770,56,582
490,73,399
200,99,175
846,51,449
529,44,36
830,72,108
644,63,194
889,41,422
858,27,88
674,100,436
367,34,176
527,58,278
861,91,607
827,42,617
83,48,61
367,75,122
110,3,16
173,9,79
50,12,46
211,10,68
384,69,9
451,53,89
893,65,690
365,72,165
907,31,17
589,76,293
455,5,107
398,2,285
759,66,187
506,37,235
316,28,109
404,8,165
116,59,3
16,7,12
282,88,74
207,92,183
93,77,28
848,72,563
50,32,35
907,8,418
376,91,297
140,35,55
282,19,21
94,47,36
317,3,242
357,5,51
419,76,341
734,91,199
523,100,225
441,86,17
686,10,342
948,46,26
251,60,159
856,62,769
725,25,243
310,35,231
389,80,24
189,93,87
416,88,97
857,2,691
719,22,553
750,49,508
173,70,57
196,20,33
862,76,198
755,55,572
597,46,597
63,33,34
458,67,376
940,18,215
440,65,68
509,78,32
201,64,140
57,23,4
36,7,33
968,8,906
767,26,236
892,30,508
694,37,681
651,29,43
442,2,373
529,88,127
592,4,301
737,57,439
24,24,2
950,14,234
611,59,4
510,29,60
603,25,497
974,55,613
743,89,136
199,47,25
401,98,249
787,51,693
454,84,157
715,56,462
943,30,195
573,9,348
949,4,119
331,53,325
526,83,273
504,65,457
260,68,151
920,49,532
629,50,468
772,69,630
742,81,254
393,3,115
591,44,523
355,80,284
236,36,208
509,42,317
375,74,26
532,63,196
322,80,17
498,86,211
443,71,162
438,78,189
252,14,91
799,77,377
675,19,136
68,56,29
82,29,14
135,10,12
148,72,8
748,38,638
209,70,91
60,56,32
131,100,129
133,93,10
425,51,339
301,95,299
404,37,103
577,52,158
638,24,455
283,6,104
674,100,436
636,35,325
998,19,431
760,41,97
63,58,51
418,5,356
994,21,224
949,1,949
697,8,341
143,32,84
686,27,123
154,27,103
686,72,354
755,28,201
487,70,57
382,14,367
233,70,227
957,33,700
162,9,145
602,40,441
659,88,296
795,96,57
370,98,291
961,22,960
86,62,77
872,62,31
200,19,148
669,56,640
177,9,115
30,28,1
223,96,185
470,17,461
61,25,57
603,23,556
715,55,567
600,1,600
385,30,311
237,28,106
491,9,145
666,66,461
682,43,374
474,33,434
117,14,3
538,83,203
709,87,643
105,94,68
155,25,96
613,79,142
1000,11,522
636,46,558
430,91,396
919,36,75
794,41,714
424,42,19
147,61,111
788,37,487
293,42,214
925,9,618
852,53,487
615,61,100
938,64,365
436,83,23
377,48,151
163,35,101
633,46,420
167,33,12
943,9,780
823,90,640
240,57,71
18,3,14
734,87,662
202,22,104
605,21,31
123,69,27
519,4,9
80,33,21
828,4,555
325,25,229
327,100,248
556,82,157
731,83,470
702,2,381
621,44,22
192,40,128
885,80,314
964,44,149
780,57,621
998,23,249
880,5,163
763,50,226
32,14,23
25,18,2
506,27,62
835,97,762
145,92,57
351,28,80
71,27,18
575,97,540
631,42,334
109,1,109
197,88,187
436,83,23
651,84,269
795,17,516
792,59,138
854,26,36
446,19,243
971,86,455
900,53,402
77,51,64
197,41,105
723,29,39
334,46,202
893,26,163
166,6,75
133,65,18
224,51,114
567,20,477
685,16,348
828,67,135
96,15,80
524,12,416
863,82,76
643,15,205
33,6,22
726,9,446
498,100,280
307,39,236
363,27,122
938,61,641
555,31,27
959,64,761
674,50,108
330,57,82
630,25,564
357,53,337
131,44,63
758,24,575
842,8,753
89,64,14
211,79,133
222,72,213
854,27,835
663,20,589
352,47,210
72,45,17
824,80,562
398,34,76
24,9,20
646,23,306
819,92,464
4,4,2
358,14,31
181,21,66
488,68,9
237,54,200
357,49,256
881,36,516
172,69,20
832,100,488
6,1,6
846,49,435
867,8,98
337,65,328
170,57,145
883,39,354
978,76,740
648,68,92
901,51,639
84,57,16
537,49,264
313,84,107
760,95,320
226,8,12
762,98,118
774,100,310
165,6,69
620,88,71
787,68,195
74,66,12
864,57,494
128,33,59
897,49,315
325,7,36
925,60,147
590,32,83
432,6,296
917,13,287
548,27,128
886,36,696
639,26,418
698,90,28
499,35,74
140,96,69
429,7,390
821,16,255
792,56,252
840,36,750
825,7,122
118,32,65
684,85,128
272,82,25
616,37,392
544,31,241
548,31,365
923,64,338
813,85,631
416,87,344
352,22,151
846,29,450
44,1,44
479,46,474
243,98,209
819,90,280
251,60,159
661,25,46
868,5,103
595,45,567
943,3,433
585,34,47
143,44,40
293,39,285
723,44,469
239,40,71
470,96,432
752,75,542
259,62,119
525,48,59
746,49,312
381,43,315
757,49,95
821,59,227
544,46,422
985,58,461
561,81,477
740,32,201
846,61,374
592,53,278
106,60,55
42,26,23
198,4,139
653,5,554
704,12,129
62,43,61
513,18,330
373,63,75
543,99,61
37,33,16
90,28,82
45,7,16
399,21,213
264,91,220
258,33,47
752,28,117
322,75,194
866,100,493
493,100,276
609,48,97
526,27,78
22,2,13
152,81,143
57,26,13
687,16,380
731,88,376
53,37,23
411,26,169
34,6,28
487,84,96
695,36,119
801,51,618
948,41,69
663,5,604
332,24,128
571,31,523
836,27,349
761,52,395
322,66,48
576,66,111
160,85,101
729,92,671
806,40,202
943,37,157
601,66,584
156,31,65
859,47,27
80,23,50
288,82,214
573,18,331
975,11,247
427,66,260
862,97,846
420,40,222
433,19,430
478,55,415
457,46,390
844,58,499
615,54,487
372,59,3
292,9,259
484,88,226
236,27,224
349,24,195
138,94,13
165,76,98
722,70,331
701,56,385
782,7,629
541,27,483
602,1,602
964,67,260
774,32,531
590,1,590
737,48,158
69,23,22
445,5,57
280,61,176
922,10,277
762,62,571
743,28,613
90,80,1
802,70,608
116,5,13
786,17,363
798,78,707
896,22,448
885,58,280
59,53,49
629,5,434
338,20,262
88,44,21
754,86,647
410,74,255
394,64,142
185,46,144
629,99,367
546,17,249
898,46,508
618,5,379
782,6,722
955,99,655
152,67,93
51,41,4
338,26,145
682,69,225
217,3,179
549,25,291
496,87,13
388,78,18
871,36,156
613,78,283
71,15,34
258,87,146
965,10,707
657,22,546
520,74,36
247,49,218
81,57,12
353,75,155
760,46,742
571,76,89
940,68,218
64,7,40
514,63,112
351,89,310
660,38,107
994,94,407
979,100,750
721,33,386
676,92,12
536,74,159
802,68,419
623,75,442
101,5,52
894,66,861
615,31,110
287,78,206
775,8,217
106,57,28
14,10,12
349,99,217
63,30,38
574,7,460
982,28,481
997,29,208
725,62,500
577,93,304
82,45,81
256,89,254
931,85,207
388,24,15
738,97,3
350,7,211
409,33,52
791,27,751
811,2,599
317,71,256
424,34,131
772,70,84
461,41,416
903,32,486
719,11,38
936,2,849
664,27,211
960,7,124
78,6,25
202,68,116
931,28,18
994,14,850
239,56,216
828,7,143
256,3,59
334,94,176
166,18,154
715,29,529
971,97,451
430,65,290
272,4,217
577,4,241
945,79,174
176,93,159
905,70,135
136,68,131
800,43,261
400,46,319
165,79,62
441,13,75
93,87,53
157,96,63
272,59,196
550,71,332
788,7,671
363,17,265
322,71,293
569,68,213
582,16,569
528,75,208
628,88,148
882,16,372
17,10,11
506,51,303
727,65,375
522,16,156
166,90,118
170,65,156
59,21,31
888,33,267
81,19,6
485,40,98
456,67,242
258,39,22
252,84,70
542,36,191
449,25,274
732,31,358
684,6,134
640,62,14
608,51,523
493,32,243
216,90,42
428,1,428
120,40,20
672,51,611
49,6,39
658,71,152
550,29,148
822,77,527
885,66,267
844,1,844
240,45,148
464,1,464
798,47,488
777,93,25
33,5,18
104,42,91
333,13,223
427,28,261
389,31,89
679,11,314
132,95,38
856,69,758
182,68,101
69,1,69
629,23,548
623,90,544
31,28,29
900,94,114
62,30,8
279,29,267
203,1,203
909,37,752
730,41,365
187,81,108
153,31,126
499,77,243
34,31,11
762,57,365
807,63,317
942,7,941
6,1,6
685,87,637
687,1,687
188,68,139
98,7,36
194,70,52
454,98,322
172,98,45
935,52,106
568,90,345
739,37,203
12,11,6
500,74,95
200,51,159
601,32,435
812,92,634
687,84,621
664,22,37
77,43,8
448,1,448
444,11,444
187,85,145
107,1,107
54,10,24
62,8,26
321,17,226
481,31,333
566,2,109
193,18,109
652,47,145
627,13,356
202,71,19
701,100,386
130,72,105
565,86,115
903,12,33
203,53,74
555,74,474
475,94,200
759,97,540
788,18,113
100,95,17
930,79,863
747,70,614
512,60,509
628,64,584
589,7,565
904,1,904
321,55,63
881,93,570
393,44,62
5,3,4
80,56,31
102,18,46
779,91,509
102,69,46
448,98,185
400,81,261
672,22,213
695,54,229
653,15,355
536,89,163
596,15,130
980,5,663
836,92,373
630,17,512
909,31,79
406,74,366
423,41,179
45,34,22
71,37,1
411,10,263
776,78,559
308,9,106
376,78,231
135,19,67
710,96,199
392,83,115
648,37,313
412,41,147
292,34,243
97,16,27
431,29,142
483,9,73
925,81,68
289,4,285
301,92,23
299,82,237
214,19,211
579,10,511
841,69,569
68,17,13
912,99,136
607,76,467
829,8,649
977,78,548
744,91,369
715,16,120
941,26,488
268,40,218
918,26,813
909,73,524
219,83,75
961,80,865
896,68,894
200,32,25
505,43,398
755,10,307
418,84,190
207,39,131
760,25,372
56,33,42
458,46,436
436,36,278
698,79,291
83,66,53
927,63,46
961,75,940
294,72,1
262,98,49
924,84,585
375,36,110
370,89,201
945,98,121
207,91,181
291,77,81
138,35,124
178,99,77
980,6,161
933,60,627
965,80,222
544,9,87
799,37,97
687,99,181
471,69,469
912,82,536
487,16,109
257,71,9
189,47,140
467,5,167
537,16,396
149,89,35
639,80,307
190,96,108
560,28,31
769,18,553
91,28,19
916,49,336
207,70,159
939,90,536
824,21,317
101,73,59
471,36,176
450,94,166
907,41,259
260,88,43
409,1,409
561,20,357
994,84,722
222,35,55
499,55,103
768,29,596
183,28,65
407,83,157
991,50,229
192,72,117
544,68,187
517,13,80
553,99,503
43,6,3
450,61,127
264,36,226
879,100,44
15,2,15
647,86,506
157,58,5
298,92,48
226,56,182
802,12,548
107,96,100
932,55,212
213,85,159
875,75,873
576,87,547
740,38,334
244,62,194
523,1,523
727,88,24
64,47,40
90,61,19
110,97,78
144,71,43
414,89,196
975,78,392
759,58,372
970,16,863
602,95,248
344,18,227
674,56,250
681,26,188
740,44,488
266,27,30
872,9,141
68,14,51
108,83,24
618,28,473
921,64,210
773,91,737
707,17,505
676,61,595
149,18,6
58,32,19
674,5,659
937,74,299
997,73,270
280,47,272
980,51,931
205,80,46
249,11,235
361,30,329
375,29,139
523,46,515
828,18,5
407,3,157
372,71,24
840,71,365
996,28,873
966,11,148
411,69,277
179,64,62
759,11,478
402,40,322
737,86,670
753,26,630
447,66,270
850,58,847
912,73,743
186,63,149
101,12,93
615,60,549
349,96,184
256,100,115
668,2,313
708,44,522
200,13,63
514,82,457
69,64,7
607,55,530
541,22,357
591,56,47
633,71,318
674,70,459
633,58,35
883,74,845
232,12,104
463,11,208
588,1,588
841,79,30
663,19,576
84,6,61
27,14,13
616,51,321
438,8,437
105,49,55
59,11,54
480,78,251
415,87,257
859,82,611
679,39,198
737,37,129
336,51,319
113,44,8
992,40,444
709,29,355
766,52,655
57,55,23
237,91,21
765,3,698
843,3,133
311,89,59
785,89,36
884,81,378
510,94,31
79,47,28
527,72,358
915,36,848
775,50,52
474,7,269
638,5,479
730,41,365
582,91,166
965,50,883
640,6,532
563,61,464
357,66,320
854,44,758
700,37,208
720,18,410
94,86,21
635,98,248
623,47,67
532,29,171
35,1,35
468,10,405
727,58,9
681,53,555
579,87,231
407,79,46
508,80,132
61,42,54
547,37,167
778,30,419
168,23,36
562,23,192
463,74,252
611,14,181
717,85,119
526,51,291
446,33,418
873,80,236
235,49,111
298,25,174
287,15,185
37,3,19
135,82,24
655,92,87
173,73,80
621,61,466
809,57,694
969,16,847
890,2,757
394,48,195
100,39,71
558,51,297
856,30,304
530,91,436
607,40,34
758,52,239
936,13,534
162,32,82
864,29,111
897,49,315
184,77,56
438,86,200
180,47,87
924,88,1
939,84,916
442,79,258
945,90,132
646,49,287
181,2,107
900,45,320
107,96,100
83,60,3
592,28,347
805,45,318
456,61,37
56,24,42
745,25,743
930,71,563
201,68,48
486,27,26
635,2,247
865,32,158
637,7,307
516,34,454
872,51,49
31,31,17
647,75,339
300,61,238
587,4,281
156,91,53
913,19,716
827,55,594
346,53,105
471,79,267
810,81,320
799,37,97
614,79,221
849,100,508
461,13,335
905,3,319
787,29,372
835,50,633
310,49,272
399,37,320
526,95,352
498,11,104
164,99,64
27,24,22
550,16,57
375,11,89
157,7,65
789,93,355
830,37,425
279,62,7
409,54,404
322,70,132
745,35,716
810,37,504
551,61,288
528,97,379
94,77,11
663,40,359
881,41,94
737,89,344
259,7,169
883,70,390
518,77,178
867,18,707
166,55,57
716,47,410
175,18,149
903,80,861
566,4,197
82,42,5
729,18,572
219,22,54
584,62,232
637,93,427
578,72,161
19,8,13
101,19,14
12,2,9
635,18,237
712,53,107
129,46,54
332,4,166
452,26,376
503,14,340
890,31,397
624,29,538
977,96,732
818,13,722
739,24,119
728,93,7
495,79,230
374,81,93
880,4,763
876,47,826
61,4,39
214,57,178
923,51,854
842,62,745
64,35,32
704,95,135
478,20,248
407,22,223
378,3,70
356,30,179
